title,type,release_year,runtime,imdb_score
Klaus,MOVIE,2019,97,8.1
GREAT PRETENDER,SHOW,2020,24,7.9
Fatima,MOVIE,2020,113,6.6
Sword of Trust,MOVIE,2019,88,6.3
Northern Rescue,SHOW,2019,43,7.1
The Sleepover,MOVIE,2020,103,5.6
High Score,SHOW,2020,42,7.4
The Last Thing He Wanted,MOVIE,2020,116,4.3
Kipo and the Age of Wonderbeasts,SHOW,2020,24,8.3
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,MOVIE,2019,142,7.6
Lost Bullet,MOVIE,2020,92,6.3
Vita & Virginia,MOVIE,2019,110,5.7
The Vanished,MOVIE,2020,115,5.7
Unabomber: In His Own Words,SHOW,2020,43,7.2
Garth Brooks: The Road I'm On,SHOW,2019,86,7.4
Ares,SHOW,2020,29,5.7
The Reason I Jump,MOVIE,2020,82,7.5
Children of the Sea,MOVIE,2019,112,6.5
The Confession Killer,SHOW,2019,48,7.4
The Game Changers,MOVIE,2019,88,7.8
Traitors,SHOW,2019,50,6.6
Valeria,SHOW,2020,41,6.5
Tidying Up with Marie Kondo,SHOW,2019,34,6.6
Concrete Cowboy,MOVIE,2020,111,6.3
Aunty Donna's Big Ol House of Fun,SHOW,2020,20,8.0
Tales of the City,SHOW,2019,56,7.4
Charlie Says,MOVIE,2019,104,5.9
Mike Birbiglia: The New One,MOVIE,2019,85,7.7
Historical Roasts,SHOW,2019,29,5.3
1BR,MOVIE,2019,90,5.8
Bill Burr: Paper Tiger,MOVIE,2019,67,8.1
La RÃ©volution,SHOW,2020,46,6.6
The Silence of Others,MOVIE,2019,95,8.0
Nobody Sleeps in the Woods Tonight,MOVIE,2020,102,4.9
Challenger: The Final Flight,SHOW,2020,45,7.8
Calm with Horses,MOVIE,2020,100,6.8
A Whisker Away,MOVIE,2020,104,6.7
Lost Girls,MOVIE,2020,95,6.1
We Can Be Heroes,MOVIE,2020,97,4.7
Grand Army,SHOW,2020,52,7.5
Tell Me Who I Am,MOVIE,2019,85,7.6
Violet Evergarden: The Movie,MOVIE,2020,140,8.3
The I-Land,SHOW,2019,40,4.6
Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,67,7.4
Skylines,SHOW,2019,60,7.5
Paddleton,MOVIE,2019,89,7.1
Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,50,7.9
What Lies Below,MOVIE,2020,87,4.3
Vampires vs. the Bronx,MOVIE,2020,86,5.7
Song Exploder,SHOW,2020,27,7.4
Chambers,SHOW,2019,44,6.4
"The Mind, Explained",SHOW,2019,21,8.0
The Chef Show,SHOW,2019,26,8.200000000000000
The Stronghold,MOVIE,2020,105,6.9
Rise of Empires: Ottoman,SHOW,2020,45,7.9
The Last Czars,SHOW,2019,45,7.3
The Swarm,MOVIE,2020,101,5.3
The Life Ahead,MOVIE,2020,94,6.8
Darwin's Game,SHOW,2020,23,7.3
How to Sell Drugs Online (Fast),SHOW,2019,32,7.9
The Kindness of Strangers,MOVIE,2019,112,6.4
Captain Underpants: Epic Choice-o-rama,MOVIE,2020,37,6.4
Biohackers,SHOW,2020,42,6.8
Sightless,MOVIE,2020,89,5.5
Project Power,MOVIE,2020,111,6.0
Fear City: New York vs The Mafia,SHOW,2020,52,7.1
Gentefied,SHOW,2020,30,7.3
Hotel Del Luna,SHOW,2019,80,8.200000000000000
The Baker and the Beauty,SHOW,2020,44,7.5
Her Private Life,SHOW,2019,74,7.7
Rim of the World,MOVIE,2019,99,5.2
Control Z,SHOW,2020,36,6.9
Power Rangers Beast Morphers,SHOW,2019,23,6.5
Death of Me,MOVIE,2020,95,4.4
Capitani,SHOW,2019,28,6.6
A Fall from Grace,MOVIE,2020,120,5.8
The Best of Enemies,MOVIE,2019,133,7.3
Home for Christmas,SHOW,2019,29,7.7
Quicksand,SHOW,2019,46,7.5
"Sex, Explained",SHOW,2020,22,6.9
Hubie Halloween,MOVIE,2020,103,5.2
Rainbow High,SHOW,2020,6,6.4
Secret Obsession,MOVIE,2019,97,4.4
Ju-On: Origins,SHOW,2020,29,6.1
Ala Vaikunthapurramuloo,MOVIE,2020,165,7.5
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,2020,80,7.0
Cadaver,MOVIE,2020,86,5.1
The Paramedic,MOVIE,2020,94,5.7
Special,SHOW,2019,26,7.6
Exhibit A,SHOW,2019,36,6.3
Itaewon Class,SHOW,2020,69,8.200000000000000
See You Yesterday,MOVIE,2019,87,5.2
Turn Up Charlie,SHOW,2019,26,7.1
The Disappearance of Madeleine McCann,SHOW,2019,59,6.6
Floor is Lava,SHOW,2020,30,5.3
Ride Like a Girl,MOVIE,2019,98,7.0
Miss Americana,MOVIE,2020,85,7.4
Dave Chappelle: Sticks & Stones,MOVIE,2019,65,8.4
The Babysitter: Killer Queen,MOVIE,2020,142,5.8
To All the Boys: P.S. I Still Love You,MOVIE,2020,102,6.0
The Forty-Year-Old Version,MOVIE,2020,123,7.2
Detention,SHOW,2020,49,6.3
Triple Threat,MOVIE,2019,96,5.6
The Willoughbys,MOVIE,2020,92,6.3
Kengan Ashura,SHOW,2019,24,8.0
Me Against You: Mr. S's Vendetta,MOVIE,2020,64,1.7
Abyss,SHOW,2019,61,7.1
Miles Davis: Birth of the Cool,MOVIE,2019,115,7.4
Tall Girl,MOVIE,2019,101,5.2
The Trials of Gabriel Fernandez,SHOW,2020,55,8.1
Gameboys,SHOW,2020,22,8.5
High Flying Bird,MOVIE,2019,90,6.2
Black Space,SHOW,2020,46,6.7
Spinning Out,SHOW,2020,50,7.6
Patsy & Loretta,MOVIE,2019,88,6.8
Dolly Parton's Heartstrings,SHOW,2019,67,7.6
The Bonfire of Destiny,SHOW,2019,50,7.6
Altered Carbon: Resleeved,MOVIE,2020,75,6.5
Taylor Tomlinson: Quarter-Life Crisis,MOVIE,2020,61,7.4
2 Hearts,MOVIE,2020,100,6.2
Coded Bias,MOVIE,2020,86,6.7
Indian Matchmaking,SHOW,2020,35,6.2
Audrey,MOVIE,2020,100,7.1
High Seas,SHOW,2019,45,6.8
Wasp Network,MOVIE,2019,128,5.9
School Life,MOVIE,2019,111,6.5
Julie and the Phantoms,SHOW,2020,2,8.4
Ghosts of War,MOVIE,2020,94,5.5
The Fable,MOVIE,2019,123,6.5
Someone Has to Die,SHOW,2020,50,6.3
Night in Paradise,MOVIE,2020,131,6.7
The Perfect Date,MOVIE,2019,93,5.8
How High 2,MOVIE,2019,89,3.0
Bigfoot Family,MOVIE,2020,97,5.8
The Uncanny Counter,SHOW,2020,64,8.0
Barbie: Princess Adventure,MOVIE,2020,72,5.4
This Changes Everything,MOVIE,2019,97,7.6
Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,47,7.3
V Wars,SHOW,2019,42,6.1
The Naked Director,SHOW,2019,51,7.7
Friendsgiving,MOVIE,2020,95,4.4
Poms,MOVIE,2019,91,6.0
The Baby-Sitters Club,SHOW,2020,27,7.3
Youth v Gov,MOVIE,2020,110,6.9
The Letter for the King,SHOW,2020,47,5.9
Close,MOVIE,2019,95,5.7
Making The Witcher,MOVIE,2020,32,6.8
Black Dog,SHOW,2019,80,7.7
I Am Woman,MOVIE,2020,116,6.6
Tiny Pretty Things,SHOW,2020,56,5.9
Frontera Verde,SHOW,2019,40,7.3
Romance Is a Bonus Book,SHOW,2019,64,8.0
No Good Nick,SHOW,2019,30,6.0
Stand by Me Doraemon 2,MOVIE,2020,96,7.7
SanPa: Sins of the Savior,SHOW,2020,57,7.8
Persona,SHOW,2019,22,6.6
Cuties,MOVIE,2020,96,3.3
BNA,SHOW,2020,23,7.2
Carmen Sandiego,SHOW,2019,23,7.9
The Forest of Love,MOVIE,2019,151,6.3
The Liberator,SHOW,2020,49,7.6
Trial by Media,SHOW,2020,62,7.1
Connected,SHOW,2020,44,7.5
Jo Koy: Cominâ€™ In Hot,MOVIE,2019,60,7.3
PokÃ©mon: Mewtwo Strikes Back - Evolution,MOVIE,2019,98,5.7
Love Alarm,SHOW,2019,49,6.8
The Stand In,MOVIE,2020,101,4.7
The Boys in the Band,MOVIE,2020,121,6.8
The Eddy,SHOW,2020,58,7.1
Love & Anarchy,SHOW,2020,29,7.4
Arthdal Chronicles,SHOW,2019,80,8.3
Let It Snow,MOVIE,2019,93,5.8
The Decline,MOVIE,2020,83,6.0
The Mess You Leave Behind,SHOW,2020,45,6.8
Disclosure,MOVIE,2020,107,8.200000000000000
How I Became a Super Hero,MOVIE,2020,97,5.8
The Coldest Game,MOVIE,2019,104,6.2
Death to 2020,MOVIE,2020,71,6.8
Pete Davidson: Alive from New York,MOVIE,2020,49,6.1
Lying and Stealing,MOVIE,2019,100,5.4
Carole & Tuesday,SHOW,2019,23,7.8
Vampires,SHOW,2020,40,5.6
Becoming,MOVIE,2020,89,6.8
Escaping the NXIVM Cult: A Mother's Fight to Save Her Daughter,MOVIE,2019,87,5.3
Invader ZIM: Enter the Florpus,MOVIE,2019,71,7.4
The Trial,SHOW,2019,50,7.2
Athlete A,MOVIE,2020,104,7.6
Killer Ratings,SHOW,2019,50,7.6
The Last Kids on Earth,SHOW,2019,58,7.3
Japan Sinks: 2020,SHOW,2020,26,6.4
An Easy Girl,MOVIE,2019,92,5.6
9to5: The Story of A Movement,MOVIE,2020,89,7.4
"Live Twice, Love Once",MOVIE,2019,101,7.2
Lenox Hill,SHOW,2020,50,8.700000000000000
The AlcÃ sser Murders,SHOW,2019,61,7.1
We Are the Wave,SHOW,2019,49,6.2
The Lost Husband,MOVIE,2020,109,6.1
The Possessed,SHOW,2020,9,5.7
Made You Look: A True Story About Fake Art,MOVIE,2020,96,7.0
Screwball,MOVIE,2019,105,7.1
Holidate,MOVIE,2020,103,6.1
The Wedding Guest,MOVIE,2019,94,5.8
Then Came You,MOVIE,2019,93,6.9
Kevin Hart: Don't F**k This Up,SHOW,2019,40,6.4
BrenÃ© Brown: The Call to Courage,MOVIE,2019,76,7.7
Touch Your Heart,SHOW,2019,63,7.7
Anthony Jeselnik: Fire in the Maternity Ward,MOVIE,2019,64,7.2
Vagabond,SHOW,2019,61,8.200000000000000
John Mulaney & The Sack Lunch Bunch,MOVIE,2019,70,7.4
Amy Schumer: Growing,MOVIE,2019,61,5.4
Otherhood,MOVIE,2019,100,6.1
Twin Murders: The Silence of the White City,MOVIE,2019,110,5.3
Jingle Jangle: A Christmas Journey,MOVIE,2020,122,6.5
Love 101,SHOW,2020,46,7.5
The Big Flower Fight,SHOW,2020,39,7.4
Lovestruck in the City,SHOW,2020,30,7.7
Hospital Playlist,SHOW,2020,90,8.8
Framing John DeLorean,MOVIE,2019,109,6.5
A Cinderella Story: Christmas Wish,MOVIE,2019,93,5.3
How to Fix a Drug Scandal,SHOW,2020,53,7.0
Inside Man: Most Wanted,MOVIE,2019,106,5.6
Dream Home Makeover,SHOW,2020,27,5.5
Dance of the Forty One,MOVIE,2020,99,6.8
The Kissing Booth 2,MOVIE,2020,134,5.7
Ricky Zoom,SHOW,2019,12,6.3
The Barrier,SHOW,2020,52,6.8
Power Players,SHOW,2019,11,5.9
Definition Please,MOVIE,2020,91,5.5
Unknown Origins,MOVIE,2020,96,6.1
Fast & Furious Spy Racers,SHOW,2019,26,5.7
Ashley Garcia: Genius in Love,SHOW,2020,30,6.8
Coven,MOVIE,2020,92,6.4
Falling Inn Love,MOVIE,2019,98,5.6
Nate Bargatze: The Tennessee Kid,MOVIE,2019,60,7.6
Dangerous Lies,MOVIE,2020,96,5.3
Human Nature,MOVIE,2019,107,7.7
Beats,MOVIE,2019,109,6.3
A Secret Love,MOVIE,2020,83,7.8
Earthquake Bird,MOVIE,2019,107,5.9
LEGO Marvel Spider-Man: Vexed by Venom,MOVIE,2019,25,5.6
The Playbook,SHOW,2020,44,7.4
The Hard Way,MOVIE,2019,92,4.8
Cut Throat City,MOVIE,2020,123,4.8
Family Business,SHOW,2019,47,7.4
Tigertail,MOVIE,2020,91,6.6
Knock Down the House,MOVIE,2019,86,7.1
We Are the Champions,SHOW,2020,29,7.1
My First First Love,SHOW,2019,52,7.5
Jim Jefferies: Intolerant,MOVIE,2020,66,7.2
Your Name Engraved Herein,MOVIE,2020,118,7.3
Alien Worlds,SHOW,2020,44,6.5
Dolly Parton: Here I Am,MOVIE,2019,89,7.3
The InBESTigators,SHOW,2019,19,8.1
The Circle France,SHOW,2020,50,7.4
Desperados,MOVIE,2020,105,5.2
AJ and the Queen,SHOW,2020,52,7.4
David Foster: Off the Record,MOVIE,2019,98,6.9
"Breakfast, Lunch & Dinner",SHOW,2019,44,6.7
Mythomaniac,SHOW,2019,46,6.7
The American Barbecue Showdown,SHOW,2020,43,7.1
Freaks â€“ You're One of Us,MOVIE,2020,93,5.4
History 101,SHOW,2020,22,6.8
Michelle Wolf: Joke Show,MOVIE,2019,59,7.2
Twice Upon a Time,SHOW,2019,48,6.3
The Edge of All We Know,MOVIE,2020,99,6.6
Have a Good Trip: Adventures in Psychedelics,MOVIE,2020,85,6.8
Sebastian Maniscalco: Stay Hungry,MOVIE,2019,65,7.1
Lunatics,SHOW,2019,36,6.6
The Knight Before Christmas,MOVIE,2019,92,5.5
Silver Skates,MOVIE,2020,136,7.1
Chef's Table: BBQ,SHOW,2020,45,7.8
Time to Hunt,MOVIE,2020,135,6.3
System Crasher,MOVIE,2019,118,7.8
Who Killed Little Gregory?,SHOW,2019,60,7.4
Homecoming: A Film by BeyoncÃ©,MOVIE,2019,137,7.4
Schulz Saves America,SHOW,2020,17,7.3
Nikki Glaser: Bangin',MOVIE,2019,63,6.1
Criminal: Germany,SHOW,2019,44,7.7
Beyblade Burst Rise,SHOW,2019,0,5.7
Sergio,MOVIE,2020,118,6.2
Heaven Official's Blessing,SHOW,2020,24,8.3
Girls from Ipanema,SHOW,2019,57,7.8
Brother,MOVIE,2019,96,6.7
Do Do Sol Sol La La Sol,SHOW,2020,60,7.4
The Operative,MOVIE,2019,116,5.7
ReMastered: The Two Killings of Sam Cooke,MOVIE,2019,74,7.2
Love Wedding Repeat,MOVIE,2020,100,5.5
Gather,MOVIE,2020,74,7.8
The Show Must Go On: The Queen + Adam Lambert Story,MOVIE,2019,81,7.8
Iron Fists and Kung Fu Kicks,MOVIE,2019,108,6.6
Taj Mahal 1989,SHOW,2020,34,7.4
Benchwarmers 2: Breaking Balls,MOVIE,2019,90,4.1
I'm No Longer Here,MOVIE,2019,112,7.3
Glow Up: Britain's Next Make-Up Star,SHOW,2019,54,6.8
Rocko's Modern Life: Static Cling,MOVIE,2019,45,6.9
Dear Mother,MOVIE,2020,98,5.8
Rising High,MOVIE,2020,94,5.9
Magical Andes,SHOW,2019,35,7.8
Dragons: Rescue Riders,SHOW,2019,24,5.9
My Perfect Landing,SHOW,2020,25,6.6
Uncorked,MOVIE,2020,104,6.4
The Crowned Clown,SHOW,2019,75,8.0
Mr. Iglesias,SHOW,2019,29,7.1
Undercover Brother 2,MOVIE,2019,85,3.4
"Love, Guaranteed",MOVIE,2020,90,5.6
Crime Diaries: Night Out,SHOW,2019,45,7.3
Pets United,MOVIE,2019,89,3.7
Under the Eiffel Tower,MOVIE,2019,87,5.4
Awake: The Million Dollar Game,SHOW,2019,42,5.9
Oktoberfest: Beer & Blood,SHOW,2020,48,6.8
Dragons: Rescue Riders: Secrets of the Songwing,MOVIE,2020,46,5.1
All My Friends Are Dead,MOVIE,2020,95,5.8
SAINT SEIYA: Knights of the Zodiac,SHOW,2019,25,4.5
Holiday in the Wild,MOVIE,2019,85,6.1
Hache,SHOW,2019,45,6.5
LEGO Marvel Avengers: Climate Conundrum,SHOW,2020,22,6.6
Bert Kreischer: Hey Big Boy,MOVIE,2020,62,7.0
Ronny Chieng: Asian Comedian Destroys America!,MOVIE,2019,63,7.4
The Edge of Democracy,MOVIE,2019,121,7.2
Sextuplets,MOVIE,2019,97,4.4
Legacy of Lies,MOVIE,2020,101,5.0
The Chosen One,SHOW,2019,27,5.7
Mystic Pop-up Bar,SHOW,2020,69,8.0
Big Timber,SHOW,2020,45,6.5
M8 - When Death Rescues Life,MOVIE,2019,84,7.0
Carmel: Who Killed Maria Marta?,SHOW,2020,58,7.0
Morphle,SHOW,2019,6,5.1
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",MOVIE,2020,44,8.6
"Nisman. The Prosecutor, the President and the Spy",SHOW,2019,62,7.6
Women of the Night,SHOW,2019,47,6.3
Go!,MOVIE,2020,103,5.9
100 Humans: Life's Questions. Answered.,SHOW,2020,37,5.7
Nobody's Looking,SHOW,2019,20,7.7
"Hi Bye, Mama!",SHOW,2020,61,8.0
Seven,MOVIE,2019,113,7.5
(Un)Well,SHOW,2020,52,6.4
Heroes of Goo Jit Zu,SHOW,2019,12,7.5
Miracle in Cell No. 7,MOVIE,2019,132,8.200000000000000
Lady Driver,MOVIE,2020,104,5.8
The Last Word,SHOW,2020,45,7.0
Captain Underpants: Mega Blissmas,MOVIE,2020,46,5.3
The Innocence Files,SHOW,2020,64,8.0
Furie,MOVIE,2019,98,5.6
Mortel,SHOW,2019,52,6.5
Hard Kill,MOVIE,2020,98,3.4
Next in Fashion,SHOW,2020,51,7.3
Losers,SHOW,2019,8,7.6
Kota Factory,SHOW,2019,42,9.3
1994,SHOW,2019,178,7.5
The School Nurse Files,SHOW,2020,51,6.4
Work It,MOVIE,2020,93,6.1
Ultras,MOVIE,2020,109,6.2
Bethany Hamilton: Unstoppable,MOVIE,2019,99,7.4
Jungle Beat: The Movie,MOVIE,2020,84,5.5
Monarca,SHOW,2019,44,7.8
Les de l'hoquei,SHOW,2019,50,6.8
The Binding,MOVIE,2020,93,4.8
Residue,MOVIE,2020,90,6.5
La LÃ­nea: Shadow of Narco,SHOW,2020,30,6.4
The Witcher: A Look Inside the Episodes,SHOW,2020,6,7.1
Feel the Beat,MOVIE,2020,107,6.3
Debt Collectors,MOVIE,2020,97,5.7
Ella Fitzgerald: Just One of Those Things,MOVIE,2019,89,6.9
All Together Now,MOVIE,2020,92,6.5
Coffee & Kareem,MOVIE,2020,88,5.1
Gigantosaurus,SHOW,2019,13,6.9
Fortune Feimster: Sweet & Salty,MOVIE,2020,61,6.9
Family Reunion,SHOW,2019,29,6.4
Tom Segura: Ball Hog,MOVIE,2020,70,7.3
Record of Youth,SHOW,2020,73,7.3
Dark Forces,MOVIE,2020,81,2.7
Offering to the Storm,MOVIE,2020,139,6.2
You Cannot Hide,SHOW,2019,45,6.4
The Minions of Midas,SHOW,2020,53,6.6
Elisa & Marcela,MOVIE,2019,118,6.6
18 Presents,MOVIE,2020,114,6.9
Rose Island,MOVIE,2020,117,7.0
Oprah Winfrey Presents: When They See Us Now,MOVIE,2019,61,7.8
Osmosis,SHOW,2019,42,5.8
Drug Squad: Costa del Sol,SHOW,2019,68,6.8
Sky High,MOVIE,2020,121,5.6
Twelve Forever,SHOW,2019,22,6.6
Funan,MOVIE,2019,84,6.9
Circus of Books,MOVIE,2019,92,7.1
Jinn,SHOW,2019,32,3.5
Wheels of Fortune,MOVIE,2020,107,5.3
The Grizzlies,MOVIE,2019,106,7.5
Jo Koy: In His Elements,MOVIE,2020,55,5.4
"Bikram: Yogi, Guru, Predator",MOVIE,2019,86,6.7
Jenny Slate: Stage Fright,MOVIE,2019,66,5.8
Always a Witch,SHOW,2019,40,6.3
My Holo Love,SHOW,2020,57,7.6
Flavorful Origins,SHOW,2019,12,7.6
Yankee,SHOW,2019,40,5.9
Omniscient,SHOW,2020,47,6.5
Seis Manos,SHOW,2019,26,7.1
The F**k-It List,MOVIE,2020,103,5.1
Apache: The Life of Carlos Tevez,SHOW,2019,45,7.3
Jerry Seinfeld: 23 Hours to Kill,MOVIE,2020,60,6.7
You vs. Wild,SHOW,2019,20,6.6
Immigration Nation,SHOW,2020,62,7.4
The Cabin with Bert Kreischer,SHOW,2020,27,6.6
ZZ Top: That Little Ol' Band from Texas,MOVIE,2019,91,7.5
Super Deluxe,MOVIE,2019,176,8.4
The Stranded,SHOW,2019,49,6.2
Who Killed Malcolm X?,SHOW,2019,45,7.5
Pandemic: How to Prevent an Outbreak,SHOW,2020,49,6.3
Villain,MOVIE,2020,97,5.9
"Oh, Ramona!",MOVIE,2019,109,4.8
Luna Nera,SHOW,2020,45,6.0
Reality Z,SHOW,2020,31,5.6
The Least Expected Day: Inside the Movistar Team 2019,SHOW,2020,31,7.4
Rookie Historian Goo Hae-Ryung,SHOW,2019,41,8.200000000000000
Delhi Crime,SHOW,2019,27,8.5
The Surgeon's Cut,SHOW,2020,50,8.5
Larry the Cable Guy: Remain Seated,MOVIE,2020,67,6.6
Seth Meyers: Lobby Baby,MOVIE,2019,61,7.4
Can You Hear Me?,SHOW,2019,22,7.6
Svaha: The Sixth Finger,MOVIE,2019,122,6.2
BREAK IT ALL: The History of Rock in Latin America,SHOW,2020,50,7.6
World Famous Lover,MOVIE,2020,156,5.0
Bulbbul,MOVIE,2020,94,6.5
Terrace House: Tokyo 2019-2020,SHOW,2019,46,7.4
Queen Sono,SHOW,2020,89,5.9
The Goop Lab,SHOW,2020,33,2.5
Money Heist: The Phenomenon,MOVIE,2020,57,7.4
Gold Statue,MOVIE,2019,145,6.2
The Great Heist,SHOW,2020,44,7.3
Burning Cane,MOVIE,2019,77,5.5
Pup Academy,SHOW,2019,26,6.6
The King's Avatar,SHOW,2019,36,8.200000000000000
World's Most Wanted,SHOW,2020,45,7.1
Gabriel Iglesias: One Show Fits All,MOVIE,2019,90,7.2
Street Food,SHOW,2019,37,7.9
Into the Beat,MOVIE,2020,102,5.3
Home Game,SHOW,2020,29,7.0
The Unlisted,SHOW,2019,10,6.7
Saaho,MOVIE,2019,171,5.5
Game Over,MOVIE,2019,102,7.0
45 RPM,SHOW,2019,57,7.2
Trailer Park Boys: The Animated Series,SHOW,2019,25,7.6
El DragÃ³n: Return of a Warrior,SHOW,2019,53,6.8
Malibu Rescue: The Series,SHOW,2019,26,5.4
A Kid from Coney Island,MOVIE,2019,89,7.0
A Remarkable Tale,MOVIE,2019,93,5.3
Michael McIntyre: Showman,MOVIE,2020,62,7.1
Jezebel,MOVIE,2020,88,6.9
Trouble,MOVIE,2019,87,5.8
U Turn,MOVIE,2020,98,4.3
"Frankenstein's Monster's Monster, Frankenstein",MOVIE,2019,32,5.8
Patria,MOVIE,2019,89,7.2
Private Lives,SHOW,2020,67,6.7
Rising Phoenix,MOVIE,2020,105,8.1
Win the Wilderness: Alaska,SHOW,2020,59,6.9
7SEEDS,SHOW,2019,25,6.3
NiNoKuni,MOVIE,2019,106,6.1
Jamtara â€“ Sabka Number Ayega,SHOW,2020,29,7.3
Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020,96,7.3
Hyena,SHOW,2020,60,7.7
Stolen Away,SHOW,2020,48,7.1
The Main Event,MOVIE,2020,102,4.8
Search: WWW,SHOW,2019,72,7.9
Jack Whitehall: I'm Only Joking,MOVIE,2020,58,6.6
Hook,SHOW,2020,43,6.5
I Hear You,SHOW,2019,45,7.3
Leila,SHOW,2019,46,4.7
Violet Evergarden: Eternity and the Auto Memories Doll,MOVIE,2019,90,7.4
Operation Christmas Drop,MOVIE,2020,95,5.8
Merry Happy Whatever,SHOW,2019,26,6.4
Ek Ladki Ko Dekha Toh Aisa Laga,MOVIE,2019,121,5.6
Well-Intended Love,SHOW,2019,43,7.2
The Neighbor,SHOW,2019,30,6.5
Dragon Rider,MOVIE,2020,100,5.6
The Healing Powers of Dude,SHOW,2020,30,6.5
American Son,MOVIE,2019,90,5.8
Only Mine,MOVIE,2019,87,4.6
Best of Stand-up 2020,MOVIE,2020,76,5.4
Back with the Ex,SHOW,2019,44,6.2
Triad Princess,SHOW,2019,45,6.8
The Crimes That Bind,MOVIE,2020,99,6.7
Rich in Love,MOVIE,2020,104,6.0
Last One Standing,SHOW,2019,36,7.0
The Big Show Show,SHOW,2020,26,6.3
Basketball or Nothing,SHOW,2019,0,7.4
The Christmas Chronicles: Part Two,MOVIE,2020,112,6.0
Memories of a Teenager,MOVIE,2019,93,6.5
The Beast,MOVIE,2020,90,5.2
The Lies Within,SHOW,2019,60,7.0
The Yin-Yang Master: Dream of Eternity,MOVIE,2020,132,6.4
"El Pepe, A Supreme Life",MOVIE,2019,74,7.1
Go! Live Your Way,SHOW,2019,40,6.7
One Spring Night,SHOW,2019,47,7.9
The Man Without Gravity,MOVIE,2019,107,5.8
Bad Boy Billionaires: India,SHOW,2020,0,7.9
Designated Survivor: 60 Days,SHOW,2019,74,8.1
Cinderela Pop,MOVIE,2019,94,4.5
Cannon Busters,SHOW,2019,24,6.7
Million Dollar Beach House,SHOW,2020,28,4.2
Notes for My Son,MOVIE,2020,83,6.4
Street Flow,MOVIE,2019,96,6.4
Juanita,MOVIE,2019,90,6.0
Absurd Planet,SHOW,2020,20,3.9
My Husband Won't Fit,SHOW,2019,34,6.7
"Whose Vote Counts, Explained",SHOW,2020,25,7.3
Intuition,MOVIE,2020,116,5.5
When the Camellia Blooms,SHOW,2019,55,8.0
Mrs. Serial Killer,MOVIE,2020,106,5.3
The Forest of Love: Deep Cut,SHOW,2020,0,6.8
A Land Imagined,MOVIE,2019,95,6.2
revisions,SHOW,2019,22,5.9
The Last Days of American Crime,MOVIE,2020,149,3.7
The Prince of Tennis ~ Match! Tennis Juniors ~,SHOW,2019,45,7.6
Ainu Mosir,MOVIE,2020,84,6.6
37 Seconds,MOVIE,2019,115,7.4
Jo Pil-ho: The Dawning Rage,MOVIE,2019,127,6.3
Ultramarine Magmell,SHOW,2019,24,6.0
The Ruthless,MOVIE,2019,107,6.2
In Family I Trust,MOVIE,2019,94,6.2
DNA,MOVIE,2020,90,6.0
A Life of Speed: The Juan Manuel Fangio Story,MOVIE,2020,92,6.9
A California Christmas,MOVIE,2020,106,5.8
Super Me,MOVIE,2019,102,5.8
Girls with Balls,MOVIE,2019,77,3.9
4 latas,MOVIE,2019,105,5.9
Jailbirds,SHOW,2019,44,7.0
Trial 4,SHOW,2020,55,7.4
Seventeen,MOVIE,2019,99,7.2
Restaurants on the Edge,SHOW,2019,46,6.7
The Endless Trench,MOVIE,2019,148,7.2
The Victims' Game,SHOW,2020,59,7.3
Menendez: The Day of the Lord,MOVIE,2020,93,4.9
Brother in Love,MOVIE,2019,115,7.1
Shaun the Sheep: Adventures from Mossy Bottom,SHOW,2020,6,8.1
Examination of Conscience,SHOW,2019,51,7.8
Playing with Fire,SHOW,2019,43,5.9
#AnneFrank. Parallel Stories,MOVIE,2019,92,6.5
Mystery Lab,SHOW,2020,37,7.4
It's Bruno!,SHOW,2019,3,7.5
The Influence,MOVIE,2019,99,4.5
Kabir Singh,MOVIE,2019,172,7.2
Shadow,SHOW,2019,43,6.6
Bulbul Can Sing,MOVIE,2019,95,7.0
Seized,MOVIE,2020,85,5.2
Roped,MOVIE,2020,90,5.4
Rhythm + Flow,SHOW,2019,57,7.6
The 43,SHOW,2019,56,7.1
Jarhead: Law of Return,MOVIE,2019,103,5.6
The Last Laugh,MOVIE,2019,98,5.6
Secreto bien guardado,SHOW,2019,30,4.9
Flinch,SHOW,2019,24,4.4
Grand-Daddy Day Care,MOVIE,2019,91,4.9
The Unsettling,SHOW,2019,23,5.2
Maradona in Mexico,SHOW,2019,37,7.3
ReMastered: Devil at the Crossroads,MOVIE,2019,48,7.0
Brews Brothers,SHOW,2020,11,5.1
Kardec,MOVIE,2019,110,6.1
Marc Maron: End Times Fun,MOVIE,2020,71,6.8
The Circle Brazil,SHOW,2020,49,6.8
The Man Who Feels No Pain,MOVIE,2019,136,7.3
Grass Is Greener,MOVIE,2019,97,7.1
Drifting Dragons,SHOW,2020,24,6.0
The Idhun Chronicles,SHOW,2020,27,5.3
Airplane Mode,MOVIE,2020,96,5.1
The Claus Family,MOVIE,2020,96,5.5
